,,DHAK_HAK,DHAK_HAJ,DHAK_HAH,DHAK_HAG,DHAK_HAE,DHAK_HAD,DHAK_HAB,DHAK_HAL,DHAK_HAM,DHAK_HAN,DHAK_HAO,DHAK_HAP,DHAK_HAT,DHAK_HA,DHAK_HAA,DHAK_HD,DHAK_HC,DHAK_HN,DHAK_HO,DHAK_HL,DHAK_HM,DHAK_HK,DHAK_HG,DHAK_HE,DHAK_HF,DHAK_HCU,DHAK_HCV,DHAK_HCQ,DHAK_HCR,DHAK_HCT,DHAK_HCM,DHAK_HCO,DHAK_HCP,DHAK_HB,DHAK_HU,DHAK_HT,DHAK_HQ,DHAK_HP,DHAK_HR,DHAK_HDE,DHAK_HDA,DHAK_HDD,DHAK_HDC,DHAK_HCW,DHAK_HCZ,DHAK_HCD,DHAK_HCB,DHAK_HCJ,DHAK_HCI,DHAK_HCK,DHAK_HBH,DHAK_HAZ,DHAK_HBE,DHAK_HBK,DHAK_HBI,DHAK_HBJ,DHAK_HBV
k264,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified,0.022345243,0.007301814,0.006457307,0.023320042,0.016841984,0.048240421,0.070669628,0.019545588,0.019492391,0.024164015,0.039727489,0.029618101,0.01041866,0.030314208,0.013622148,0.006141713,0.016182262,0.007118606,0.019185637,0.015600116,0.01358678,0.019718511,0.009281436,0.007258196,0.049468328,0.008050729,0.018661495,0.008398521,0.043657518,0.008639403,0.015976097,0.014625694,0.011579211,0.037778018,0.041698309,0.007424514,0.014400101,0.022854462,0.005642164,0.009979525,0.015345524,0.001057419,0.015342651,0.012012359,0.008353892,0.003354542,0.005498651,0.045612637,0.00964412,0.02373292,0.004338168,0.000712154,0.013183917,0.010219303,0.006845775,0.003082051,0.006677534
k265,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Butyrivibrio.s__Butyrivibrio_crossotus,0.278695127,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.123808841,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.589576902,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.007916331,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08
k266,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii,0.025769348,0.030204435,0.02541354,6.65E-09,0.01679548,0.038669218,0.004697205,0.004988278,0.006077701,0.031482489,0.004464748,0.021346723,0.001410808,0.002954996,0.001499058,0.017414988,0.0689222,0.001773,0.001706776,0.003396128,6.65E-09,0.009011682,0.003157686,0.009125017,0.003417968,0.025468339,0.056917962,0.009620682,0.002134966,6.65E-09,0.017463416,0.06288117,0.006620982,0.03682309,0.00244333,0.012868746,6.65E-09,0.002787048,0.005078683,0.029664013,0.007172896,0.000319084,0.0581343,0.016400754,0.009386563,0.011024414,0.001297858,0.004889613,0.017714507,0.021232337,0.008179522,0.000736913,0.007315772,0.015158852,0.075484088,0.001286101,0.1397945
k267,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_adolescentis,0.022895998,1.79E-08,0.02993114,1.79E-08,0.004526107,0.016883424,1.79E-08,0.043669147,0.067437489,0.108834389,0.003189254,0.013425982,1.79E-08,1.79E-08,0.015267953,0.003672939,1.79E-08,1.79E-08,1.79E-08,0.022059712,1.79E-08,1.79E-08,1.79E-08,1.79E-08,0.003858684,0.003876965,0.009856275,0.04377754,1.79E-08,0.218872289,0.01266074,0.009925885,1.79E-08,0.010069872,0.008104596,0.027180979,0.008497342,0.00493631,1.79E-08,0.00454281,0.003470346,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,0.025333918,0.007185294,0.006178605,0.027537308,0.154895755,1.79E-08,0.046786605,0.001105656,0.009552279
k268,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_inulinivorans,0.040807529,0.123626677,3.23E-08,3.23E-08,0.005415598,0.022978589,3.23E-08,0.029820815,3.23E-08,0.080884554,0.007259758,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,0.059017234,3.23E-08,3.23E-08,0.053761024,3.23E-08,3.23E-08,0.003526221,0.010279754,3.23E-08,3.23E-08,0.004704703,0.0096929,0.04223893,3.23E-08,0.00969219,3.23E-08,0.009644458,0.009999099,0.011624591,0.005328583,0.009629815,3.23E-08,3.23E-08,0.063863007,3.23E-08,0.002324776,3.23E-08,0.009957752,0.026946338,0.008965299,0.003560602,0.026553446,3.23E-08,0.005080566,0.186860063,3.23E-08,3.23E-08,0.024170101,0.005416437,0.079622798,0.006745018
k269,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Methanobrevibacter.s__Methanobrevibacter_smithii,0.186435366,1.71E-07,1.71E-07,0.049491554,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,0.018424807,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,0.227032728,1.71E-07,0.060024168,0.064982864,0.265757071,1.71E-07,0.075199489,0.022755288,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,0.029888629,1.71E-07,1.71E-07,1.71E-07
k270,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae,0.01192484,1.94E-08,1.94E-08,1.94E-08,1.94E-08,0.010056569,1.94E-08,0.008227495,0.002565887,1.94E-08,0.014035051,0.029042949,0.019592044,0.003453542,0.071882893,1.94E-08,0.002626721,0.013356704,1.94E-08,1.94E-08,0.13106113,0.003567169,0.074412535,1.94E-08,1.94E-08,0.08680222,1.94E-08,1.94E-08,1.94E-08,0.068803759,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,0.010645529,0.022586918,0.003927165,0.009372162,1.94E-08,0.002217079,1.94E-08,0.112476701,1.94E-08,1.94E-08,0.006579059,1.94E-08,0.027670987,0.022873532,0.076151912,0.001760704,0.006791203,0.145534998,1.94E-08
k271,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Collinsella.s__Collinsella_aerofaciens,0.009286531,0.012780759,0.006369324,0.009283896,2.44E-08,2.44E-08,2.44E-08,0.016381753,0.068232688,0.00176551,0.124780101,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,0.020590802,0.021708635,0.018217433,0.00772504,2.44E-08,2.44E-08,0.008311575,2.44E-08,2.44E-08,0.006739153,0.009598976,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,0.071226116,2.44E-08,2.44E-08,0.279527127,0.024054239,0.008468261,0.0111916,2.44E-08,2.44E-08,0.040886337,0.121524538,2.44E-08,2.44E-08,2.44E-08,0.046796338,0.054552461,2.44E-08,2.44E-08
k272,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Catenibacterium.s__Catenibacterium_mitsuokai,0.036681004,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.04463779,9.70E-08,9.70E-08,0.028721697,9.70E-08,9.70E-08,0.01621089,9.70E-08,0.733250816,9.70E-08,9.70E-08,9.70E-08,0.028909436,9.70E-08,0.030556223,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.008558985,9.70E-08,0.015048965,9.70E-08,9.70E-08,9.70E-08,0.041133205,9.70E-08,0.016286528,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08
k273,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Ruminococcus.s__Ruminococcus_bromii,0.007560678,0.018791033,2.09E-08,2.09E-08,0.009726084,0.019551213,0.002692977,2.09E-08,0.106587485,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,0.00641811,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,0.041235652,2.09E-08,0.016870272,2.09E-08,2.09E-08,2.09E-08,0.030111029,0.013832227,0.023007713,0.017244219,0.055197975,0.261044416,2.09E-08,0.002886135,2.09E-08,0.035836034,2.09E-08,2.09E-08,2.09E-08,2.09E-08,0.184865178,0.002064564,0.116556584,0.027919671
k274,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Mitsuokella.s__Mitsuokella_multacida,0.008883278,0.038637747,2.69E-08,2.69E-08,2.69E-08,0.010061665,2.69E-08,0.038147994,2.69E-08,2.69E-08,2.69E-08,2.69E-08,0.003312448,0.146389913,0.003229603,2.69E-08,0.072113132,0.031557044,0.015265395,0.06882656,2.69E-08,2.69E-08,2.69E-08,0.126203644,2.69E-08,0.018105681,0.041159081,2.69E-08,0.043691604,2.69E-08,2.69E-08,0.02721038,0.002747005,2.69E-08,2.69E-08,2.69E-08,2.69E-08,0.021542665,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,0.047237792,0.046845732,0.188830668,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
k275,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Eubacterium.s__Eubacterium_eligens,0.010354523,0.041810235,3.21E-08,0.013372875,0.004528459,3.21E-08,0.078372738,0.008669459,0.041429708,3.21E-08,0.142344812,0.018228078,0.004376287,0.005499512,0.028429658,0.008487379,3.21E-08,0.010130211,0.16871042,3.21E-08,0.006159225,0.01141575,0.07994786,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,0.009439371,0.009948708,3.21E-08,3.21E-08,3.21E-08,0.009707068,0.005156595,0.052949174,0.024902096,0.021426136,0.014454512,0.107953669,3.21E-08,3.21E-08,0.032859343,3.21E-08,0.016806348,0.004178674,0.00527565,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,0.002674665
k276,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae,0.009555715,4.41E-08,4.41E-08,4.41E-08,4.41E-08,0.019080237,0.006416123,0.025992998,0.029209254,4.41E-08,0.04999759,0.013293636,0.006992597,4.41E-08,0.171318896,4.41E-08,4.41E-08,0.029643681,0.00767596,4.41E-08,0.019001106,4.41E-08,0.094619391,4.41E-08,4.41E-08,4.41E-08,4.41E-08,0.011040609,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,0.062643728,4.41E-08,0.002192401,4.41E-08,4.41E-08,4.41E-08,0.048057561,4.41E-08,4.41E-08,0.005990508,4.41E-08,0.003896095,0.006451194,0.167598863,0.021034893,0.020667084,0.163258561,0.004369911
k277,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Coprococcus.s__Coprococcus_eutactus,0.345743099,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,0.65414859,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06,1.97E-06
k278,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Ruminococcus.s__Ruminococcus_champanellensis,0.999664079,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06,6.00E-06
k279,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Coprococcus.s__Coprococcus_comes,0.035750331,2.32E-07,2.32E-07,2.32E-07,2.32E-07,0.278386624,2.32E-07,2.32E-07,2.32E-07,2.32E-07,0.052223227,2.32E-07,0.032407581,2.32E-07,2.32E-07,0.062027762,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,0.355612156,2.32E-07,2.32E-07,0.073211175,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,0.040140787,2.32E-07,2.32E-07,2.32E-07,2.32E-07,0.07022924,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07,2.32E-07
k280,PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Escherichia.s__Escherichia_coli,0.003848525,2.54E-08,2.54E-08,0.018096766,2.54E-08,2.54E-08,2.54E-08,0.035411476,0.006025039,0.00927186,2.54E-08,2.54E-08,0.030215648,0.004457427,0.01337213,0.040258867,2.54E-08,0.009999461,0.031046279,0.006266085,0.144603713,2.54E-08,0.004124658,0.00413201,0.015821075,0.101343736,2.54E-08,2.54E-08,0.011079301,2.54E-08,0.051475017,2.54E-08,0.028926097,2.54E-08,2.54E-08,2.54E-08,0.009254773,0.002793073,0.005673204,0.041298245,2.54E-08,0.073441705,0.005611396,0.016336632,2.54E-08,0.018831465,2.54E-08,0.017036498,0.009597531,2.54E-08,0.035487025,0.110403401,0.02669244,0.008573263,0.003425806,0.045767841,2.54E-08
k281,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,0.019449256,0.012404265,0.015850632,0.013590887,0.01623812,0.034116994,0.035948526,0.01467426,0.019144091,0.030358746,0.022564874,0.021582204,0.00636435,0.017785235,0.014532045,0.014869255,0.027001805,0.007867021,0.011905789,0.015470382,0.017278511,0.013018964,0.011343004,0.017438053,0.027430189,0.018306082,0.021624686,0.013320498,0.023630131,0.042783219,0.015402636,0.017667261,0.010004322,0.024763097,0.026683734,0.013556981,0.015926695,0.017122753,0.011245556,0.019556063,0.014995024,0.006354919,0.024044996,0.01396494,0.014974847,0.009366556,0.009889597,0.024911763,0.012509208,0.026123222,0.017389357,0.006711241,0.023498061,0.011494592,0.01404488,0.007438862,0.012466763
k282,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified,0.022345243,0.007301814,0.006457307,0.023320042,0.016841984,0.048240421,0.070669628,0.019545588,0.019492391,0.024164015,0.039727489,0.029618101,0.01041866,0.030314208,0.013622148,0.006141713,0.016182262,0.007118606,0.019185637,0.015600116,0.01358678,0.019718511,0.009281436,0.007258196,0.049468328,0.008050729,0.018661495,0.008398521,0.043657518,0.008639403,0.015976097,0.014625694,0.011579211,0.037778018,0.041698309,0.007424514,0.014400101,0.022854462,0.005642164,0.009979525,0.015345524,0.001057419,0.015342651,0.012012359,0.008353892,0.003354542,0.005498651,0.045612637,0.00964412,0.02373292,0.004338168,0.000712154,0.013183917,0.010219303,0.006845775,0.003082051,0.006677534
k283,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus,0.278695127,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.123808841,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.589576902,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.007916331,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08
k284,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii,0.025769348,0.030204435,0.02541354,6.65E-09,0.01679548,0.038669218,0.004697205,0.004988278,0.006077701,0.031482489,0.004464748,0.021346723,0.001410808,0.002954996,0.001499058,0.017414988,0.0689222,0.001773,0.001706776,0.003396128,6.65E-09,0.009011682,0.003157686,0.009125017,0.003417968,0.025468339,0.056917962,0.009620682,0.002134966,6.65E-09,0.017463416,0.06288117,0.006620982,0.03682309,0.00244333,0.012868746,6.65E-09,0.002787048,0.005078683,0.029664013,0.007172896,0.000319084,0.0581343,0.016400754,0.009386563,0.011024414,0.001297858,0.004889613,0.017714507,0.021232337,0.008179522,0.000736913,0.007315772,0.015158852,0.075484088,0.001286101,0.1397945
k285,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis,0.022895998,1.79E-08,0.02993114,1.79E-08,0.004526107,0.016883424,1.79E-08,0.043669147,0.067437489,0.108834389,0.003189254,0.013425982,1.79E-08,1.79E-08,0.015267953,0.003672939,1.79E-08,1.79E-08,1.79E-08,0.022059712,1.79E-08,1.79E-08,1.79E-08,1.79E-08,0.003858684,0.003876965,0.009856275,0.04377754,1.79E-08,0.218872289,0.01266074,0.009925885,1.79E-08,0.010069872,0.008104596,0.027180979,0.008497342,0.00493631,1.79E-08,0.00454281,0.003470346,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,0.025333918,0.007185294,0.006178605,0.027537308,0.154895755,1.79E-08,0.046786605,0.001105656,0.009552279
k286,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_inulinivorans,0.040807529,0.123626677,3.23E-08,3.23E-08,0.005415598,0.022978589,3.23E-08,0.029820815,3.23E-08,0.080884554,0.007259758,3.23E-08,3.23E-08,3.23E-08,3.23E-08,3.23E-08,0.059017234,3.23E-08,3.23E-08,0.053761024,3.23E-08,3.23E-08,0.003526221,0.010279754,3.23E-08,3.23E-08,0.004704703,0.0096929,0.04223893,3.23E-08,0.00969219,3.23E-08,0.009644458,0.009999099,0.011624591,0.005328583,0.009629815,3.23E-08,3.23E-08,0.063863007,3.23E-08,0.002324776,3.23E-08,0.009957752,0.026946338,0.008965299,0.003560602,0.026553446,3.23E-08,0.005080566,0.186860063,3.23E-08,3.23E-08,0.024170101,0.005416437,0.079622798,0.006745018
k287,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii,0.186435366,1.71E-07,1.71E-07,0.049491554,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,0.018424807,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,0.227032728,1.71E-07,0.060024168,0.064982864,0.265757071,1.71E-07,0.075199489,0.022755288,1.71E-07,1.71E-07,1.71E-07,1.71E-07,1.71E-07,0.029888629,1.71E-07,1.71E-07,1.71E-07
k288,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae,0.01192484,1.94E-08,1.94E-08,1.94E-08,1.94E-08,0.010056569,1.94E-08,0.008227495,0.002565887,1.94E-08,0.014035051,0.029042949,0.019592044,0.003453542,0.071882893,1.94E-08,0.002626721,0.013356704,1.94E-08,1.94E-08,0.13106113,0.003567169,0.074412535,1.94E-08,1.94E-08,0.08680222,1.94E-08,1.94E-08,1.94E-08,0.068803759,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,0.010645529,0.022586918,0.003927165,0.009372162,1.94E-08,0.002217079,1.94E-08,0.112476701,1.94E-08,1.94E-08,0.006579059,1.94E-08,0.027670987,0.022873532,0.076151912,0.001760704,0.006791203,0.145534998,1.94E-08
k289,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Collinsella.s__Collinsella_aerofaciens,0.009286531,0.012780759,0.006369324,0.009283896,2.44E-08,2.44E-08,2.44E-08,0.016381753,0.068232688,0.00176551,0.124780101,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,0.020590802,0.021708635,0.018217433,0.00772504,2.44E-08,2.44E-08,0.008311575,2.44E-08,2.44E-08,0.006739153,0.009598976,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,0.071226116,2.44E-08,2.44E-08,0.279527127,0.024054239,0.008468261,0.0111916,2.44E-08,2.44E-08,0.040886337,0.121524538,2.44E-08,2.44E-08,2.44E-08,0.046796338,0.054552461,2.44E-08,2.44E-08
k290,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai,0.036681004,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.04463779,9.70E-08,9.70E-08,0.028721697,9.70E-08,9.70E-08,0.01621089,9.70E-08,0.733250816,9.70E-08,9.70E-08,9.70E-08,0.028909436,9.70E-08,0.030556223,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.008558985,9.70E-08,0.015048965,9.70E-08,9.70E-08,9.70E-08,0.041133205,9.70E-08,0.016286528,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08
k291,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii,0.007560678,0.018791033,2.09E-08,2.09E-08,0.009726084,0.019551213,0.002692977,2.09E-08,0.106587485,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,0.00641811,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,0.041235652,2.09E-08,0.016870272,2.09E-08,2.09E-08,2.09E-08,0.030111029,0.013832227,0.023007713,0.017244219,0.055197975,0.261044416,2.09E-08,0.002886135,2.09E-08,0.035836034,2.09E-08,2.09E-08,2.09E-08,2.09E-08,0.184865178,0.002064564,0.116556584,0.027919671
k292,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Mitsuokella.s__Mitsuokella_multacida,0.008883278,0.038637747,2.69E-08,2.69E-08,2.69E-08,0.010061665,2.69E-08,0.038147994,2.69E-08,2.69E-08,2.69E-08,2.69E-08,0.003312448,0.146389913,0.003229603,2.69E-08,0.072113132,0.031557044,0.015265395,0.06882656,2.69E-08,2.69E-08,2.69E-08,0.126203644,2.69E-08,0.018105681,0.041159081,2.69E-08,0.043691604,2.69E-08,2.69E-08,0.02721038,0.002747005,2.69E-08,2.69E-08,2.69E-08,2.69E-08,0.021542665,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,0.047237792,0.046845732,0.188830668,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
k293,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_eligens,0.010354523,0.041810235,3.21E-08,0.013372875,0.004528459,3.21E-08,0.078372738,0.008669459,0.041429708,3.21E-08,0.142344812,0.018228078,0.004376287,0.005499512,0.028429658,0.008487379,3.21E-08,0.010130211,0.16871042,3.21E-08,0.006159225,0.01141575,0.07994786,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,0.009439371,0.009948708,3.21E-08,3.21E-08,3.21E-08,0.009707068,0.005156595,0.052949174,0.024902096,0.021426136,0.014454512,0.107953669,3.21E-08,3.21E-08,0.032859343,3.21E-08,0.016806348,0.004178674,0.00527565,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,0.002674665
k294,PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterobacter.s__Enterobacter_cloacae,0.009555715,4.41E-08,4.41E-08,4.41E-08,4.41E-08,0.019080237,0.006416123,0.025992998,0.029209254,4.41E-08,0.04999759,0.013293636,0.006992597,4.41E-08,0.171318896,4.41E-08,4.41E-08,0.029643681,0.00767596,4.41E-08,0.019001106,4.41E-08,0.094619391,4.41E-08,4.41E-08,4.41E-08,4.41E-08,0.011040609,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,4.41E-08,0.062643728,4.41E-08,0.002192401,4.41E-08,4.41E-08,4.41E-08,0.048057561,4.41E-08,4.41E-08,0.005990508,4.41E-08,0.003896095,0.006451194,0.167598863,0.021034893,0.020667084,0.163258561,0.004369911
